amt,gender,lat,long,byear,A,B,C,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,April,Aug,Dec,Feb,Jan,July,June,Nov,Oct,Sept,AK,RI,31,32,21,22,01,02,11,12,Hyper Parameters,F1,AUC,Accuracy,Best Score
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 2}, 'max_depth': 8, 'n_estimators': 50}",f1:0.656,AUC:0.954,Acc:0.981,0.672
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 3}, 'max_depth': 8, 'n_estimators': 40}",f1:0.645,AUC:0.957,Acc:0.979,0.6512
1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 2}, 'max_depth': 8, 'n_estimators': 60}",f1:0.63,AUC:0.955,Acc:0.979,0.6352
0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 4}, 'max_depth': 8, 'n_estimators': 40}",f1:0.163,AUC:0.883,Acc:0.973,0.3768
0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.134,AUC:0.88,Acc:0.971,0.3368
0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 60}",f1:0.104,AUC:0.872,Acc:0.971,0.3181
0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 40}",f1:0.246,AUC:0.879,Acc:0.965,0.3053
0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.0,AUC:0.859,Acc:0.971,0.2842
0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 60}",f1:0.0,AUC:0.868,Acc:0.971,0.282
0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.092,AUC:0.877,Acc:0.971,0.2812
0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.142,AUC:0.84,Acc:0.972,0.2442
0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 60}",f1:0.099,AUC:0.853,Acc:0.972,0.2431
0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.055,AUC:0.804,Acc:0.971,0.2085
0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 40}",f1:0.083,AUC:0.765,Acc:0.971,0.191
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 6, 'n_estimators': 50}",f1:0.135,AUC:0.853,Acc:0.968,0.182
0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.055,AUC:0.777,Acc:0.972,0.1798
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 4}, 'max_depth': 7, 'n_estimators': 40}",f1:0.004,AUC:0.835,Acc:0.97,0.1645
0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.031,AUC:0.74,Acc:0.971,0.1393
0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.057,AUC:0.715,Acc:0.971,0.1391
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 6, 'n_estimators': 40}",f1:0.006,AUC:0.709,Acc:0.97,0.1302
0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 60}",f1:0.0,AUC:0.735,Acc:0.971,0.1106
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 7, 'n_estimators': 40}",f1:0.0,AUC:0.805,Acc:0.971,0.0988
0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.0,AUC:0.781,Acc:0.971,0.0606
0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 60}",f1:0.026,AUC:0.69,Acc:0.971,0.0599
0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.034,AUC:0.703,Acc:0.971,0.0351
0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 50}",f1:0.0,AUC:0.835,Acc:0.971,0.0118
0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,"{'bootstrap': True, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.712,Acc:0.971,0.0104
0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,"{'bootstrap': False, 'class_weight': {0: 1, 1: 5}, 'max_depth': 8, 'n_estimators': 40}",f1:0.0,AUC:0.649,Acc:0.971,0.01
