amt,gender,lat,long,byear,A,B,C,entertainment,food_dining,gas_transport,grocery_net,grocery_pos,health_fitness,home,kids_pets,misc_net,misc_pos,personal_care,shopping_net,shopping_pos,travel,April,Aug,Dec,Feb,Jan,July,June,Nov,Oct,Sept,AK,RI,31,32,21,22,01,02,11,12,Hyper Parameters,F1,AUC,Accuracy,Best Score
1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.608,AUC:0.917,Acc:0.982,0.6214
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 4}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.62,AUC:0.891,Acc:0.98,0.6199
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.555,AUC:0.908,Acc:0.98,0.6187
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'none'}",f1:0.572,AUC:0.837,Acc:0.978,0.6071
1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.554,AUC:0.857,Acc:0.979,0.5992
1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.593,AUC:0.873,Acc:0.978,0.5928
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"{'C': 1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.537,AUC:0.815,Acc:0.978,0.5922
1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,"{'C': 0.5, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.568,AUC:0.887,Acc:0.98,0.5913
1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'l2'}",f1:0.536,AUC:0.877,Acc:0.979,0.5894
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,"{'C': 0.1, 'class_weight': {0: 1, 1: 5}, 'max_iter': 1000, 'penalty': 'none'}",f1:0.584,AUC:0.877,Acc:0.978,0.584
